id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,id_tipo_obtencion
232,1,5,TITULO DE SEGUNDA ESPECIALIZACION PROFESIONAL DE: ESPECIALISTA EN PLANIFICACIÓN Y ADMINISTRACIÓN DE SERVICIOS DE SALUD,-,2005-03-18,922-2005-P-CTG-UNA,2
232,13,4,DOCTOR EN CIENCIAS DE LA SALUD,-,2015-01-16,14213-2015-R-UAP,2
232,1,1,BACHILLER EN ENFERMERIA,-,1977-10-11,-,2
232,1,2,ENFERMERO,-,1978-09-15,-,2
232,13,3,MAESTRO EN FISIOLOGIA,-,2009-10-29,6322-2009-R-UAP,2
233,1,3,MAGISTER EN SALUD PUBLICA,-,2009-05-15,0629-2009-R-UNA,2
233,17,2,LICENCIADO EN ENFERMERIA,-,1992-07-16,R-1162-92,2
233,17,1,BACHILLER EN ENFERMERIA,-,1992-04-23,R-438-92,2
233,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2022-07-27,1560-2022-R-UNA,2
234,22,3,MAGISTER EN ENFERMERIA,CON MENCION EN GESTION EN ENFERMERIA,2004-05-25,01039-R-2004,2
234,22,3,MAGISTER EN ENFERMERIA MENCION EN GESTION EN ENFERMERIA,-,2004-05-25,01039-R-2004,2
234,1,1,BACHILLER EN ENFERMERIA,-,1986-11-14,1379-86-R-UNA,2
234,1,2,ENFERMERA,-,1988-01-13,0042-88-R-UNA,2
235,10,4,DOCTORA EN CIENCIAS: ENFERMERÍA,-,2018-09-07,O.G.Y.T. 020-2018,2
235,1,3,MAGISTER EN SALUD PUBLICA,-,2013-02-07,0483-2013-R-UNA,2
235,1,2,ENFERMERA,-,1981-01-02,-,2
235,1,1,BACHILLER EN ENFERMERIA,-,1979-01-30,-,2
236,1,1,BACHILLER EN ENFERMERIA,-,1988-10-14,681-88-R-UNA,2
236,1,2,ENFERMERA,-,1969-06-11,-,2
237,36,3,MAESTRO EN GERENCIA DE SERVICIOS DE SALUD,-,2007-12-31,1274-2007-CU-UIGV,2
237,19,1,BACHILLER EN ADMINISTRACION Y MARKETING,-,2010-07-23,135-10-CU-R-UANCV,2
237,19,5,TITULO DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA,CIRUGIA,2006-07-06,0124-2007-CU-R-UANCV,2
237,17,1,BACHILLER EN ENFERMERIA,-,1986-03-14,203,2
237,17,2,TITULO DE LICENCIADO EN ENFERMERIA,-,1986-09-10,775,2
237,1,5,SEGUNDA ESPECIALIZACION EN: MEDICINA COMPLEMENTARIA,-,2012-08-03,1674-2012-R-UNA,2
237,10,4,DOCTORA EN CIENCIAS: SALUD PUBLICA,-,2017-08-11,O.G.Y.T. 019-2017,2
238,1,5,SEGUNDA ESPECIALIZACION EN ENFERMERIA EN PEDIATRIA Y NEONATOLOGIA,-,2010-11-12,2428-2010-R-UNA,2
238,22,2,LICENCIADA EN ENFERMERIA,ENFERMERIA CARDIOLOGICA,2004-03-29,02949-R-2003,2
238,1,2,LICENCIADA EN ENFERMERIA,-,1996-06-28,858-96-R-UNA,2
238,1,1,BACHILLER EN ENFERMERIA,-,1995-12-29,1933-95-R-UNA,2
238,22,2,LICENCIADO EN ENFERMERA ESPECIALISTA EN ENFERMERIA CARDIOLOGICA,-,2004-03-29,02949-R-2003,2
238,10,4,DOCTORA EN CIENCIAS: ENFERMERIA,-,2018-01-19,O.G.Y.T. 003-2018,2
238,19,3,MAGISTER EN ADMINISTRACION,-,2009-06-05,111-09-CU-R-UANCV,2
239,10,1,BACHILLER EN ENFERMERÍA,-,1980-12-01,-,2
239,10,2,ENFERMERA,-,1980-12-01,-,2
239,69,5,ESPECIALISTA EN GESTION EN CENTRAL DE ESTERILIZACION,-,2019-02-15,096-2019-GYT-R-UPNW,2
239,10,5,SEGUNDA ESPECIALIDAD EN ENFERMERIA: CENTRO QUIRURGICO,-,2007-08-10,R.C.U. 275-2007,2
239,1,3,Magíster Scientiae en Salud Pública con Mención en: Investigación Cuantitativa y Cualitativa en Salud,-,2021-10-11,1863-2021-R-UNA,2
240,1,1,BACHILLER EN ENFERMERIA,-,1992-01-17,53-92-R-UNA,2
240,1,3,Magíster Scientiae en Salud Pública con Mención en: Dirección y Gestión de Servicios de Salud,-,2018-09-05,2270-2018-R-UNA,2
240,1,2,LICENCIADA EN ENFERMERIA,-,1993-02-05,159-93-R-UNA,2
240,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2022-06-15,1208-2022-R-UNA,2
241,1,1,BACHILLER EN ENFERMERIA,-,1998-08-07,1463-98-R-UNA,2
241,1,2,LICENCIADO EN ENFERMERIA,-,1999-01-15,0016-99-R-UNA,2
241,1,3,MAGISTER SCIENTIAE EN SALUD PUBLICA,MENCION EN: DIRECCION Y GESTION DE SERVICIOS DE SALUD,2012-06-15,1290-2012-R-UNA,2
241,1,5,SEGUNDA ESPECIALIZACION PROFESIONAL DE,GERENCIA Y GESTION DE SERVICIOS DE SALUD,2011-03-18,0522-2011-R-UNA,2
242,1,5,SEGUNDA ESPECIALIZACION EN PLANIFICACION Y ADMINISTRACION DE SERVICIOS DE SALUD,-,2011-04-08,0733-2011-R-UNA,2
242,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2019-07-10,1688-2019-R-UNA,2
242,10,3,MAESTRO EN CIENCIAS: ENFERMERIA,SALUD DEL ADULTO Y EL ANCIANO,2011-05-27,RCU 195-2011,2
242,1,1,BACHILLER EN ENFERMERIA,-,1988-06-17,-,2
242,1,2,ENFERMERA,-,1989-06-02,370-89-R-UNA,2
242,10,5,SEGUNDA ESPECIALIDAD EN ENFERMERIA,CUIDADOS INTENSIVOS,2007-06-09,R.C.U. 187-2007,2
243,1,1,BACHILLER EN ANTROPOLOGIA,-,1995-09-01,1226-95-R-UNA,2
243,1,2,LICENCIADO EN ANTROPOLOGIA,-,1997-01-17,0012-97-R-UNA,2
243,70,2,"LICENCIADO EN EDUCACIÓN SECUNDARIA, ESPECIALIDAD HISTORIA,GEOGRAFÍA Y CIENCIAS SOCIALES",-,2018-04-24,489-2018-CU-ULADECH CATOLICA,2
243,70,1,BACHILLER EN EDUCACIÓN,-,2016-10-25,1387-2016-CU-ULADECH CATÓ¿LICA,2
243,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,-,2011-12-02,2439-2011-R-UNA,2
243,71,2,TÍTULO DE DOCTOR,-,,0847-2013-ANR,2
243,72,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA OFICIAL DE DOCTORADO EN HISTORIA DE AMÉRICA LATINA. MUNDOS INDÍGENAS (GRADO DE DOCTOR),-,2017-09-11,RESOLUCIÓN Nº 004701-2020-SUNEDU-02-15-02,2
243,71,2,TÍTULO DE DOCTOR POR LA UNIVERSIDAD PABLO DE OLAVIDE DE SEVILLA ,-,,0874-2013-ANR,2
292,10,1,BACHILLER EN FILOSOFIA,-,1993-02-15,-,2
292,22,3,MAESTRO/MAGISTER EN FILOSOFIA CON MENCION EN EPISTEMOLOGIA,-,2018-01-24,07763-R-2017,2
292,10,2,LICENCIADO EN FILOSOFIA,-,1996-06-17,-,2
244,1,4,DOCTORIS SCIENTIAE EN CIENCIAS SOCIALES,-,2013-03-27,1038-2013-R-UNA,2
244,41,3,MAGISTER EN SOCIOLOGIA,-,1999-01-27,-,2
245,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: GESTION DE PROGRAMAS SOCIALES,2010-04-05,0652-2010-R-UNA,2
245,1,2,LICENCIADO EN ANTROPOLOGIA,-,1992-10-02,-,2
245,1,1,BACHILLER EN ANTROPOLOGIA,-,1992-01-31,186-92-R-UNA,2
245,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2023-12-06,3357-2023-R-UNA,2
246,1,1,BACHILLER EN ANTROPOLOGIA,-,1993-07-02,845-93-R-UNA,2
246,73,3,MAESTRO EN CIENCIAS EN AGROECOLOGIA,MENCION BIODIVERSIDAD Y AGRICULTURA CAMPESINA ANDINO - AMAZONICA,2007-01-05,043-2006-CU-R-UNAS,2
246,1,2,LICENCIADO EN ANTROPOLOGIA,-,1994-07-22,1000-94-R-UNA,2
246,73,3,"MAESTRO EN CIENCIAS EN AGROECOLOGIA,",-,2007-01-05,043-2006-CU-R-UNAS,2
246,71,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA DE DOCTORADO EN MEDIO AMBIENTE Y SOCIEDAD (GRADO DE DOCTOR),-,2019-06-07,RESOLUCIÓN N° 003475-2021-SUNEDU-02-15-02,2
247,10,2,LICENCIADO EN ANTROPOLOGIA,-,1984-01-31,-,2
247,10,1,BACHILLER EN ANTROPOLOGIA,-,1983-02-02,-,2
247,1,3,MAGISTER SCIENTIAE EN EDUCACION,MENCION EN: DIDACTICA DE LA EDUCACION SUPERIOR,2009-02-06,0204-2009-R-UNA,2
247,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-02-07,0481-2013-R-UNA,2
248,1,1,BACHILLER EN ANTROPOLOGIA,-,1990-11-02,1300-90-R-UNA,2
248,1,2,LICENCIADO EN ANTROPOLOGIA,-,1991-06-14,644-91-R-UNA,2
248,1,3,MAGISTER SCIENTIAE EN GESTION DE PROGRAMAS SOCIALES,-,2010-06-25,1310-2010-R-UNA,2
248,1,4,"Doctor en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",-,2019-03-26,0647-2019-R-UNA,2
249,10,2,LICENCIADO EN ANTROPOLOGIA,-,1982-06-16,-,2
249,10,1,BACHILLER EN ANTROPOLOGIA,-,1981-01-29,-,2
250,1,2,LICENCIADO EN ANTROPOLOGIA,-,1994-01-14,-,2
250,1,1,Bachiller en Antropología,-,1992-09-04,992-92-R-UNA,2
250,1,3,Magíster Scientiae en Ciencias Forenses y Criminalística,-,2023-07-10,1693-2023-R-UNA,2
251,10,1,BACHILLER EN ANTROPOLOGIA,-,1991-08-16,-,2
251,41,3,MAGÍSTER EN ANTROPOLOGÍA,-,2012-09-05,-,2
251,10,2,LICENCIADO EN ANTROPOLOGIA,-,1992-07-20,-,2
251,1,4,"Doctor en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",-,2022-02-28,0382-2022-R-UNA,2
252,22,3,MAGISTER EN ANTROPOLOGIA,-,2005-10-25,03757-R-05,2
252,22,3,MAESTRIA EN ANTROPOLOGIA,-,2005-10-25,03757-R-05,2
252,1,1,BACHILLER EN DERECHO,-,2013-01-23,0212-2013-R-UNA,2
252,1,2,LICENCIADO EN ANTROPOLOGIA,-,1992-01-31,173-92-R-UNA,2
252,1,1,BACHILLER EN ANTROPOLOGIA,-,1991-11-29,1375-91-R-UNA,2
252,1,2,ABOGADO,-,2014-07-08,2317-2014-R-UNA,2
252,1,4,Doctor/Doctoris Scientiae en: Derecho,-,2017-05-30,1534-2017-R-UNA,2
252,1,3,Maestro en Derecho Mención en: Derecho Constitucional y Procesal Constitucional,-,2020-09-29,0972-2020-R-UNA,2
253,49,2,LICENCIADO EN ARQUEOLOGIA,-,1997-04-24,1460-CU-97,2
253,49,1,BACHILLER EN CIENCIAS ARQUEOLOGICAS,ARQUEOLOGIA,,1679-CU-1999,2
254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL EN EDUCACION BILINGUE INTERCULTURAL,-,2005-05-06,RES.066-05-CU-R-UANCV,2
254,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION PROMOCION DEL DESARROLLO,2007-09-21,2029-2007-R-UNA,2
254,1,4,Doctoris Scientiae en Ciencias Sociales,-,2019-07-10,1688-2019-R-UNA,2
254,1,1,BACHILLER EN ANTROPOLOGIA,-,2001-09-27,1382-2001-R-UNA,2
254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL,EDUCACION BILINGÜE INTERCULTURAL,2005-05-06,RES-066-05-CU-R-UANCV,2
254,1,2,LICENCIADO EN ANTROPOLOGIA,-,2002-01-18,0073-2002-R-UNA,2
254,74,1,"BACHILLER EN ADMINISTRACIÓN, FINANZAS Y NEGOCIOS GLOBALES",-,2024-05-20,N° 320-2024-UPTELESUP-R,2
254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL,-,2005-05-06,RES.066-05-CU-R-UANCV,2
255,17,1,BACHILLER EN EDUCACION,-,,0338-71,2
255,17,1,BACHILLER EN LETRAS Y CIENCIAS HUMANAS,-,1971-02-03,R-338-71,2
255,1,3,MAGISTER SCIENTIAE EN EDUCACION,CON MENCION EN: EDUCACION INTERCULTURAL,2012-02-24,0345-2012-R-UNA,2
255,17,1,BACHILLER EN LETRAS Y CS. HUMANAS,-,1971-02-03,R-338-71,2
256,1,1,BACHILLER EN ANTROPOLOGIA,-,1992-12-18,1547-92-R-UNA,2
256,1,2,LICENCIADO EN ANTROPOLOGIA,-,1993-07-02,844-93-R-UNA,2
256,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: EVALUACION DE PROGRAMAS SOCIALES,2009-01-02,3179-2008-R-UNA,2
256,19,4,DOCTOR EN EDUCACION,-,2019-08-16,0357-2019-UANCV-CU-R,2
257,1,3,MAGISTER SCIENTIAE EN: CIENCIAS SOCIALES,CON MENCION EN: PROMOCION DEL DESARROLLO,2014-06-24,2097-2014-R-UNA,2
257,1,4,Doctoris Scientiae en Ciencias Políticas y Gobernanza,-,2021-12-13,2580-2021-R-UNA,2
257,49,1,BACHILLER EN CIENCIAS ARQUEOLOGICAS,-,,1679-CU-1999,2
257,49,2,LICENCIADO EN ARQUEOLOGIA,-,,1679-CU-1999,2
258,41,3,MAGISTER EN ANTROPOLOGIA,-,2003-02-12,-,2
258,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-08-22,2181-2018-R-UNA,2
258,10,1,BACHILLER EN ANTROPOLOGIA,-,1993-07-09,-,2
258,10,2,LICENCIADO EN ANTROPOLOGIA,-,1994-01-21,-,2
258,75,4,GRADO DE DOCTOR EN ANTROPOLOGÍA,-,2019-06-03,RESOLUCIÓN Nº 5887-2019-SUNEDU-02-15-02,2
260,1,4,Doctoris Scientiae en Ciencias Políticas y Gobernanza,-,2021-10-11,1861-2021-R-UNA,2
260,1,2,LICENCIADO EN ANTROPOLOGIA,-,1993-02-05,159-93-R-UNA,2
260,1,1,BACHILLER EN ANTROPOLOGIA,-,1990-11-02,1300-90-R-UNA,2
260,43,3,GRADO DE MAGÍSTER EN ANTROPOLOGÍA Y DESARROLLO,-,2006-03-31,887-2008-ANR,2
261,10,2,LICENCIADO EN ARTES: PLÁSTICAS,-,2000-06-23,-,2
261,10,1,BACHILLER EN ARTES,PLASTICAS,1992-02-17,-,2
261,10,3,MAESTRO EN ARTES,-,2018-02-16,O.G.Y.T. 005-2018,2
262,1,4,Doctor en Educación,-,2019-07-10,1687-2019-R-UNA,2
262,10,1,BACHILLER EN ARTES,MUSICA,2002-01-18,-,2
262,10,2,LICENCIADO EN ARTES,MUSICA,2003-04-24,-,2
262,10,3,MAESTRO EN ARTES,-,2011-02-18,RCU 066-2011,2
263,10,4,DOCTOR EN CIENCIAS SOCIALES,-,2008-08-01,RCU 519-2008,2
263,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-08-04,965-95-R-UNA,2
263,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1994-07-22,1001-94-R-UNA,2
263,1,3,MAGISTER EN DESARROLLO RURAL,-,2001-10-19,1532-2001-R-UNA,2
263,1,3,MAGISTER SCIENTAE EN DESARROLLO RURAL,-,2001-10-19,1532-2001-R-UNA,2
264,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1994-02-11,187-94-R-UNA,2
264,1,1,Bachiller en Ciencias de la Comunicación Social,-,1992-11-20,1388-92-R-UNA,2
279,10,1,BACHILLER EN PSICOLOGÍA,-,1989-02-08,-,2
264,10,3,"MAESTRO EN CIENCIAS: RELACIONES INDUSTRIALES, CON MENCIÓN EN GERENCIA ESTRATÉGICA DE RECURSOS HUMANOS",-,2024-12-13,U.G.Y.T. N° 018-2024,2
265,49,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,2
265,10,4,DOCTOR EN CIENCIAS SOCIALES,-,2007-08-24,RCU 303-2007,2
265,49,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,2
265,49,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1986-12-16,1679-CU-99,2
265,10,3,MAESTRO EN CIENCIAS,COMUNICACION,2001-01-12,-,2
265,49,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,2
266,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2007-05-04,0748-2007-R-UNA,2
266,49,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,2
266,49,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1990-10-24,1679-CU-99,2
266,49,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,2
266,49,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,2
266,1,4,Doctoris Scientiae en Ciencias Sociales,-,2025-03-21,0753-2025-R-UNA,2
267,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-12-18,1548-92-R-UNA,2
267,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-07-31,850-92-R-UNA,2
267,10,1,BACHILLER EN EDUCACION,-,1992-05-22,-,2
267,10,2,"LICENCIADO EN EDUCACIÓN, ESPECIALIDAD: LENGUA, LITERATURA Y FILOSOFÍA",-,1993-05-07,-,2
267,18,3,MAESTRO EN MARKETING Y NEGOCIOS INTERNACIONALES,-,2003-10-02,6781,2
267,27,2,TÍTULO DE : DOCTOR EN CIENCIAS ,-,,1095-2010-ANR,2
268,10,3,MAESTRO EN CIENCIAS RELACIONES INDUSTRIALES,GERENCIA ESTRATEGICA DE RECURSOS HUMANOS,2005-06-24,RCU 146- 2005,2
268,10,2,LICENCIADO EN RELACIONES INDUSTRIALES Y PUBLICAS,-,1987-07-31,-,2
268,10,4,DOCTOR EN COMUNICACION Y DESARROLLO,-,2016-12-23,G.Y.T. 016-2016,2
268,10,1,BACHILLER EN RELACIONES INDUSTRIALES Y PUBLICAS,-,1987-07-31,-,2
270,54,4,DOCTOR EN EDUCACION,-,2017-04-15,0065-2017-UCV,2
270,17,2,LICENCIADO  EN CIENCIAS DE LA COMUNICACIÓN,-,1989-12-29,R - 037 - 90,2
270,17,1,BACHILLER EN CIENCIAS DE LA COMUNICACIÓN,-,2004-10-11,R - 655 - 89,2
270,13,3,MAESTRO EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,-,2009-10-29,6304-2009-R-UAP,2
272,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: COMUNICACION PARA EL DESARROLLO,2009-02-06,0201-2009-R-UNA,2
272,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-09-29,388-95-R-UNA,2
272,1,5,SEGUNDA ESPECIALIZACION EN: DIDACTICA UNIVERSITARIA,-,2012-12-06,2896-2012-R-UNA,2
272,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2015-04-06,1002-2015-R-UNA,2
273,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACIÓN SOCIAL,-,1993-02-05,159-93-R-UNA,2
273,1,1,Bachiller en Ciencias de la Educación,-,1990-05-18,475-90-R-UNA,2
273,1,2,"Licenciado en Educación, Especialidad de Lengua, Literatura, Psicología y Filosofía",-,1992-10-23,1266-92-R-UNA,2
274,13,3,MAESTRO EN RELACIONES PUBLICAS,-,2010-04-22,6946-2010-R-UAP,2
274,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-07-31,850-92-R-UNA,2
274,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-12-18,1548-92-R-UNA,2
274,1,4,Doctoris Scientiae en: Ciencias Sociales,-,2015-07-01,1947-2015-R-UNA,2
275,49,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1985-01-10,1679-CU-99,2
275,49,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,2
275,49,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,2
275,22,3,MAGISTER EN COMUNICACION SOCIAL,INVESTIGACION EN COMUNICACION,2004-06-23,02136-R-04,2
275,1,4,Doctoris Scientiae en Ciencias Sociales,-,2019-11-15,2894-2019-R-UNA,2
275,49,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,2
276,49,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,2
276,49,2,LICENCIADO EN PERIODISMO,-,,1679-CU-1999,2
276,18,4,DOCTORA EN ADMINISTRACIÓN,-,2015-07-14,8291,2
276,10,3,MAESTRA EN CIENCIAS: INGENIERIA INDUSTRIAL,MENCION EN MARKETING,2004-06-04,-,2
277,49,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,2
277,49,2,LICENCIADO EN PERIODISMO,-,,1679-CU-1999,2
277,10,3,MAESTRO EN CIENCIAS,COMUNICACION,2002-09-06,-,2
277,22,4,DOCTOR EN CIENCIAS SOCIALES,ESPECIALIDAD EN SOCIOLOGIA,2011-12-06,05830-R-11,2
278,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: COMUNICACION PARA EL DESARROLLO,2009-02-06,0201-2009-R-UNA,2
278,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2015-04-06,1002-2015-R-UNA,2
278,19,1,BACHILLER EN DERECHO,-,1999-06-04,RES-095-1999-CU-R-UANCV,2
278,19,2,ABOGADA,-,2002-11-01,019-2002-CU-R-UANCV,2
278,1,5,SEGUNDA ESPECIALIZACION PROFESIONAL DE DIDACTICA UNIVERSITARIA,-,2012-07-13,1426-2012-R-UNA,2
278,1,2,LICENCIADA EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2000-05-19,0569-2000-R-UNA,2
278,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1999-05-21,0806-99-R-UNA,2
279,22,3,MAGISTER EN PSICOLOGIA,PSICOLOGIA CLINICA Y DE LA SALUD,2003-10-20,04197-R-03,2
279,22,3,MAGISTER PSICOLOGIA,-,2003-10-20,04197-R-2003,2
282,10,1,BACHILLER EN LITERATURA Y LINGUISTICA,-,1996-02-05,-,2
282,10,2,LICENCIADO EN LITERATURA Y LINGUISTICA,-,1996-11-29,-,2
282,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,MENCION EN PLANIFICACION Y GESTION EN EDUCACION BILINGÜE INTERCULTURAL,2008-12-26,3127-2008-R-UNA,2
282,1,5,SEGUNDA ESPECIALIZACION EN DIDACTICA UNIVERSITARIA,-,2010-07-23,1568-2010-R-UNA,2
282,1,4,Doctoris Scientiae en Educación,-,2018-07-26,1902-2018-R-UNA,2
283,10,1,BACHILLER EN LITERATURA Y LINGÜISTICA,-,1996-02-05,-,2
283,10,2,LICENCIADO EN LITERATURA Y LINGÜISTICA,-,1998-01-09,-,2
283,10,3,MAESTRO EN CIENCIAS: LITERATURA CON MENCIÓN EN ANÁLISIS DEL DISCURSO,-,2018-06-15,O.G.Y.T. 014-2018,2
284,10,4,DOCTOR EN DERECHO,-,2009-04-17,RCU 239-2009,2
284,10,3,MAESTRO EN CIENCIAS,"CON MENCION EN PSICOLOGIA CLINICA - EDUCATIVA, INFANTIL Y ADOLESCENCIAL",2006-08-25,RCU 486-2006,2
284,10,1,BACHILLER EN PSICOLOGIA,-,1981-11-17,-,2
284,10,5,"SEGUNDA ESPECIALIDAD EN PSICOLOGÍA EDUCATIVA, ORIENTACIÓN Y CONSEJERÍA ESCOLAR",-,2003-01-03,-,2
284,19,1,BACHILLER EN DERECHO,-,1998-11-27,157-98-CU-R-UANCV,2
284,19,2,ABOGADO,-,2001-01-05,300-01-CU-R-UANCV,2
284,10,1,BACHILLER EN EDUCACION,-,1997-10-06,-,2
284,10,2,PSICOLOGO,-,1982-01-19,-,2
284,10,4,DOCTOR EN: PSICOLOGÍA,-,2004-07-09,-,2
285,10,1,BACHILLER EN PSICOLOGÍA,-,1981-06-11,-,2
285,77,1,BACHILLER EN EDUCACION,-,2007-03-14,0563-2007-CU-ULADECH,2
285,77,2,LICENCIADO EN EDUCACION,HISTORIA Y GEOGRAFIA,2007-03-14,0576-2007-CU-ULADECH,2
285,10,2,PSICÓLOGA,-,1982-11-12,-,2
285,77,2,LICENCIADA EN EDUCACION,-,2007-03-14,0576-2007-CU-ULADECH,2
286,10,1,BACHILLER EN FILOSOFIA,-,1992-10-30,-,2
286,10,2,LICENCIADO EN FILOSOFIA,-,1996-11-06,-,2
286,22,3,MAGISTER EN FILOSOFIA,CON MENCION EN HISTORIA DE LA FILOSOFIA,2016-07-12,01432-R-2016,2
287,10,3,MAESTRO EN CIENCIAS,"CON MENCION EN PSICOLOGIA CLINICA - EDUCATIVA, INFANTIL Y ADOLESCENCIAL",2005-02-18,RCU 095-2005,2
287,10,2,PSICOLOGO,-,1986-04-25,-,2
287,10,1,BACHILLER EN PSICOLOGIA,-,1981-10-23,-,2
287,10,4,DOCTOR EN PSICOLOGIA,-,2016-12-23,G.Y.T. 016-2016,2
288,78,4,TÍTULO DE DOCTOR EN CIENCIAS,-,2000-07-18,962-2002-ANR,2
288,80,3,DIPLOMA DE MASTER EN PSICOLOGÍA ,-,1992-08-25,547-95-ANR,2
288,81,2,TÍTULO DE LICENCIADO EN PSICOLOGÍA ,-,1979-03-09,7997-79,2
289,36,1,BACHILLER EN PSICOLOGIA,-,1989-09-06,-,2
289,54,3,MAGISTER EN EDUCACION,CON MENCION EN DOCENCIA Y GESTION EDUCATIVA,2009-09-01,797-2009-UCV,2
289,36,2,LICENCIADO EN PSICOLOGIA,-,1996-04-22,-,2
289,54,4,DOCTORA EN ADMINISTRACIÓN DE LA EDUCACIÓN,-,2018-12-18,0436-2018-UCV,2
290,10,3,MAESTRO EN CIENCIAS,GESTION DEL TURISMO SOSTENIBLE,2008-06-27,RCU 442-2008,2
290,10,2,LICENCIADO EN HISTORIA,-,1990-10-31,-,2
290,10,1,BACHILLER EN HISTORIA,-,1988-12-30,-,2
290,10,4,DOCTORA EN GEOGRAFÍA,-,2025-04-07,U.G.Y.T. N° 006-2025,2
291,1,3,MAGISTER SCIENTIAE EN EDUCACION,MENCION EN: DIDACTICA DE LA EDUCACION SUPERIOR,2011-07-08,1357-2011-R-UNA,2
291,82,1,BACHILLER EN PSICOLOGIA,-,1981-01-16,-,2
